id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
86246,205,9,920,107978373,1081,2012-03-06,7.4,OZ,3,3
86246,205,51,5125,102580020,16668,2012-03-06,9,OZ,2,7.58
86246,205,5,501,101116616,15266,2012-03-06,17,OZ,1,3.99
86246,205,41,4108,105030050,17737,2012-03-06,15.5,OZ,1,1.29
86246,205,14,1404,102850020,10802,2012-03-06,16,OZ,1,1
86246,205,41,4109,105100050,2820,2012-03-06,11,OZ,2,1.18
86246,205,8,802,107550070,18204,2012-03-06,10,OZ,2,1.78
86246,205,54,5402,101800010,14029,2012-03-06,16.4,OZ,1,2.49
86246,205,9,908,107235979,2011,2012-03-06,10,OZ,1,2.69
86246,205,51,5106,103100030,9626,2012-03-06,8,OZ,1,2.49
86246,205,0,0,10000,0,2012-03-06,0,,2,-6.69
86246,205,51,5106,103100030,9626,2012-03-06,10.1,OZ,1,2.49
86246,205,10,1013,107402777,14200,2012-03-06,8,OZ,1,1
86246,205,54,5403,101800010,14029,2012-03-06,11.5,OZ,1,3.19
86246,205,4,427,102200020,506,2012-03-06,1.76,OZ,1,2.19
86246,205,51,5125,1071785474,11614,2012-03-06,8,OZ,3,5.09
86246,205,10,1013,103890030,5072,2012-03-06,17.2,OZ,1,3.29
86246,205,51,5128,1071785474,11614,2012-03-06,8,OZ,1,1.7
86246,205,63,6328,107590070,2073,2012-03-07,20,OZ,1,4.95
86246,205,4,405,1060069969,55864,2012-03-07,10,OZ,1,1.79
86246,205,63,6313,107357070,8185,2012-03-07,12,OZ,1,2.39
86246,205,55,5567,104154848,5603,2012-03-07,5.8,OZ,1,1.25
86246,205,25,2503,101116616,15266,2012-03-07,8,OZ,1,2.99
86246,205,9,902,101116616,15266,2012-03-07,14.4,OZ,1,3.19
86246,205,63,6315,101116616,15266,2012-03-07,128,OZ,1,3.69
86246,205,51,5128,101450010,20864,2012-03-07,10,OZ,1,2.09
86246,205,22,2201,104113040,28204,2012-03-07,60,OZ,1,0.99
86246,205,4,416,103400030,8247,2012-03-07,3.92,OZ,1,1.89
86246,205,57,5704,105360050,10074,2012-03-07,6,OZ,2,1.78
86246,205,55,5558,104154848,5603,2012-03-07,5.8,OZ,1,1.25
86246,205,57,5705,105360050,10074,2012-03-07,6,OZ,2,1.74
86246,205,36,3618,104900040,23359,2012-03-07,67.6,OZ,1,1.89
86246,205,27,2712,103270030,7966,2012-03-07,1,CT,1,5.09
86246,205,41,4107,101116616,15266,2012-03-07,15.25,OZ,1,0.69
86246,205,33,3303,102840020,10241,2012-03-07,10.5,OZ,1,4.29
86246,205,29,2903,105100050,72482,2012-03-07,15,OZ,1,0.99
86246,205,58,5812,1063690666,12339,2012-03-08,14,OZ,1,5.49
86246,205,27,2710,103320030,875,2012-03-09,14,LB,1,6.99
86246,205,64,6401,101820010,11616,2012-03-09,72,OZ,1,6.29
86246,205,9,902,103010030,20332,2012-03-09,16,OZ,1,3.19
86246,205,24,2410,104780040,19058,2012-03-09,4.25,OZ,1,1.99
86246,205,55,5552,104113040,84481,2012-03-09,48,OZ,1,4.29
86246,205,63,6315,1074236575,8499,2012-03-09,64,OZ,1,4.39
86246,205,5,501,103800030,14900,2012-03-09,20,OZ,1,4.29
86246,205,21,2106,103120030,12957,2012-03-09,64,OZ,1,2.99
86246,205,8,810,101116616,15266,2012-03-09,1,OZ,1,0.99
86246,205,63,6320,102685525,7667,2012-03-09,12,CT,1,1.69
86246,205,33,3318,104113040,28204,2012-03-09,15,OZ,1,1.55
86246,205,26,2613,103700030,10861,2012-03-09,27,CT,1,8.99
86246,205,18,1835,104116343,8435,2012-03-09,6.7,LB,1,5.89
86246,205,10,1010,105150050,16728,2012-03-10,5,OZ,2,5.18
86246,205,64,6406,108500080,673,2012-03-10,0.75,LT,4,27.96
86246,205,8,810,101116616,15266,2012-03-10,0.87,OZ,2,2.18
86246,205,63,6315,101116616,15266,2012-03-10,128,OZ,1,3.69
86246,205,9,907,107021070,69929,2012-03-10,11,OZ,1,1.09
86246,205,97,9753,1020999929,0,2012-03-10,1,CT,1,7.88
86246,205,5,501,101600010,3331,2012-03-10,21.6,OZ,1,5.99
86246,205,26,2628,104200040,2308,2012-03-10,1,RL,1,1
86246,205,9,907,101410010,13791,2012-03-10,13,OZ,1,3.49
86246,205,63,6320,102685525,7667,2012-03-10,18,CT,1,2.79
86246,205,5,501,1088491282,16363,2012-03-10,16.4,OZ,1,4.39
86246,205,63,6311,1082415080,22328,2012-03-10,16,OZ,1,4.99
86246,205,31,3101,107096979,17090,2012-03-10,4.5,OZ,1,2.29
86246,205,63,6317,102529323,16410,2012-03-10,64,OZ,1,3.79
86246,205,31,3101,105250050,15919,2012-03-10,3.5,OZ,1,2.99
86246,205,26,2622,101090010,15232,2012-03-10,5,CT,1,2.99
86246,205,30,3008,104133545,43106,2012-03-10,16,OZ,1,3.49
86246,205,63,6305,101630010,6509,2012-03-10,59,OZ,1,4.49
86246,205,33,3305,102840020,18584,2012-03-10,10,OZ,1,3.99
86246,205,26,2617,101090010,15232,2012-03-10,1,CT,1,1.89
86246,205,30,3010,104300040,9886,2012-03-10,14,OZ,1,3.49
86246,205,36,3611,101200010,803,2012-03-10,405.6,OZ,1,6.49
86246,205,32,3204,101116616,15266,2012-03-11,17,OZ,1,5.39
86246,205,37,3709,104178949,11224,2012-03-11,3,OZ,1,0.35
86246,205,56,5610,107592575,4368,2012-03-11,6,OZ,1,3.19
86246,205,41,4105,102400020,4704,2012-03-11,14.5,OZ,3,4.47
86246,205,9,907,101410010,13791,2012-03-11,13,OZ,1,3.49
86246,205,36,3631,107800070,23209,2012-03-11,67.6,OZ,1,1.69
86246,205,56,5610,101116616,15266,2012-03-11,5,OZ,1,3.29
86246,205,36,3630,104900040,3809,2012-03-11,67.6,OZ,1,1.89
86246,205,3,302,102800020,30272,2012-03-11,12,OZ,1,3.19
86246,205,41,4107,102400020,4704,2012-03-11,15.25,OZ,2,3.39
86246,205,9,907,107763373,17614,2012-03-11,24,OZ,1,2.79
86246,205,41,4105,102400020,4704,2012-03-11,28,OZ,1,2.19
86246,205,9,908,102430020,10577,2012-03-11,11.39,OZ,1,2.5
86246,205,38,3801,101116616,15266,2012-03-11,2,LB,1,2.09
86246,205,64,6409,108678585,17449,2012-03-11,0.75,LT,1,8.69
86246,205,59,5902,103450030,10165,2012-03-11,8,OZ,1,2.39
86246,205,63,6330,101116616,15266,2012-03-11,16,OZ,1,2.49
86246,205,26,2630,103700030,14647,2012-03-11,56,CT,2,2
86246,205,56,5620,107592575,4368,2012-03-11,8,OZ,1,3.19
86246,205,23,2301,102920020,12168,2012-03-11,16,OZ,1,1.79
86246,205,58,5812,105450050,1322,2012-03-11,16,OZ,1,3.79
86246,205,63,6315,101116616,15266,2012-03-11,128,OZ,1,3.69
86246,205,58,5823,104470040,13310,2012-03-11,9,OZ,2,8.58
86246,205,57,5710,107047070,20230,2012-03-11,6,OZ,2,1.98
86246,205,5,501,1088491282,8459,2012-03-12,13,OZ,1,4.39
86246,205,64,6409,104198545,4071,2012-03-12,1.5,LT,1,7.79
86246,205,16,1604,102200020,6021,2012-03-12,15,CT,1,1.29
86246,205,27,2702,104116343,28305,2012-03-12,4.4,LB,1,4.09
86246,205,32,3204,104179040,1698,2012-03-12,17,OZ,1,7.59
86246,205,30,3008,104133545,43106,2012-03-12,16,OZ,1,3.49
86246,205,63,6320,102685525,7667,2012-03-13,18,CT,1,2.79
86246,205,26,2630,103600030,9787,2012-03-13,120,CT,2,4.98
86246,205,26,2617,101090010,15232,2012-03-13,1,CT,1,3.99
86246,205,33,3303,104178040,19154,2012-03-14,3.25,OZ,1,1
86246,205,64,6409,104198545,4071,2012-03-14,1.5,LT,1,7.79
86246,205,33,3307,104157040,2017,2012-03-14,8,OZ,1,3.99
86246,205,63,6313,107020070,11244,2012-03-14,15.5,OZ,1,3.89
86246,205,56,5607,101116616,15266,2012-03-14,8,OZ,1,2.19
86246,205,58,5824,1076401474,304,2012-03-14,12,OZ,1,4.99
86246,205,4,418,104000040,11698,2012-03-14,4.62,OZ,1,1.89
86246,205,59,5902,101116616,15266,2012-03-14,8,OZ,1,1.89
86246,205,55,5556,104113040,28204,2012-03-14,56,OZ,1,2.49
86246,205,57,5704,105360050,10074,2012-03-14,6,OZ,1,0.89
86246,205,6,610,104900040,6869,2012-03-14,16,OZ,1,1.59
86246,205,63,6315,107996777,31373,2012-03-14,32,OZ,1,1.99
86246,205,36,3618,104900040,23359,2012-03-15,101.4,OZ,1,3.99
86246,205,64,6401,103410030,11704,2012-03-15,144,OZ,1,6.79
86246,205,36,3611,104900040,4599,2012-03-15,405.6,OZ,1,4.99
86246,205,56,5607,101116616,15266,2012-03-15,8,OZ,1,2.19
86246,205,9,907,107021070,69929,2012-03-15,24,OZ,1,1.09
86246,205,43,4302,101116616,15266,2012-03-15,12,OZ,1,3.19
86246,205,44,4407,103542737,14964,2012-03-15,24,OZ,1,3.99
86246,205,26,2628,103040030,17034,2012-03-16,8,RL,1,5.49
86246,205,99,9908,103338333,33170,2012-03-16,8,OZ,1,2.19
86246,205,74,7407,107033070,1783,2012-03-16,12,CT,1,3.99
86246,205,8,805,105160050,10267,2012-03-16,10,OZ,1,3.89
86246,205,29,2925,101340010,5232,2012-03-16,32,OZ,1,1.79
86246,205,9,908,107731777,17055,2012-03-16,25,OZ,1,5.99
86246,205,30,3008,104133545,43106,2012-03-17,1.5,OZ,1,0.75
86246,205,99,9908,103338333,33170,2012-03-17,16,OZ,1,1.49
86246,205,30,3010,104133545,43106,2012-03-17,1.5,OZ,1,0.75
86246,205,54,5403,107142171,54806,2012-03-17,14.8,OZ,1,4.39
86246,205,36,3632,107185474,74108,2012-03-17,20,OZ,2,2
86246,205,99,9909,107127979,6732,2012-03-17,7,OZ,2,8.38
86246,205,36,3628,101200010,12029,2012-03-17,20,OZ,1,1.49
86246,205,0,0,10000,0,2012-03-17,0,,4,5.81
86246,205,58,5812,101590010,1366,2012-03-17,16,OZ,2,3.18
86246,205,9,907,107021070,69929,2012-03-17,22,OZ,1,1.5
86246,205,64,6401,101820010,2510,2012-03-17,216,OZ,1,14.19
86246,205,4,416,103400030,8247,2012-03-17,1.45,OZ,1,0.99
86246,205,18,1835,104460040,9709,2012-03-17,3.3,LB,1,4.59
86246,205,64,6408,101834111,1387,2012-03-17,0.75,LT,1,6.49
86246,205,60,6011,101800010,14029,2012-03-17,16.3,OZ,4,8.79
86246,205,64,6408,108224282,5487,2012-03-17,0.75,LT,1,4.99
86246,205,24,2407,103900030,10383,2012-03-17,5,OZ,2,1.78
86246,205,64,6409,108678585,40382,2012-03-17,0.75,LT,2,9.98
86246,205,57,5705,103663232,4568,2012-03-17,6,OZ,2,1.78
86246,205,99,9908,103338333,33170,2012-03-18,160,OZ,1,5.99
86246,205,81,8101,101230010,2803,2012-03-18,1,CT,1,4.79
86246,205,5,519,101116616,15266,2012-03-18,12.7,OZ,1,3.29
86246,205,24,2415,103760030,11238,2012-03-18,15,OZ,2,3.98
86246,205,99,9909,107143070,5072,2012-03-18,22,OZ,1,2.59
86246,205,64,6409,104198545,4071,2012-03-18,1.5,LT,1,7.79
86246,205,4,422,107279979,19735,2012-03-18,5.5,OZ,1,2.39
86246,205,58,5833,104113040,6165,2012-03-18,48,OZ,1,8.89
86246,205,4,427,103400030,8682,2012-03-18,1.5,OZ,1,1.99
86246,205,81,8101,102820020,11186,2012-03-18,1,CT,1,4.77
86246,205,8,801,101116616,15266,2012-03-18,24,OZ,1,1.67
86246,205,24,2406,103760030,17027,2012-03-18,12,OZ,2,5
86246,205,4,416,104000040,16765,2012-03-18,1.76,OZ,1,0.99
86246,205,97,9753,1022020121,0,2012-03-18,1,CT,1,7.52
86246,205,4,416,104000040,26517,2012-03-18,1.14,OZ,1,0.99
86246,205,58,5823,107080070,16704,2012-03-18,16,OZ,1,4.59
86246,205,27,2704,104113040,28204,2012-03-18,64,OZ,1,3.99
86246,205,97,9716,104116343,8435,2012-03-18,128,OZ,1,2.69
86246,205,29,2921,102970020,8711,2012-03-18,3.95,OZ,4,5
86246,205,35,3509,109451494,20153,2012-03-18,75,OZ,2,6.78
86246,205,31,3108,102460020,11990,2012-03-18,26,OZ,1,1.09
86246,205,36,3601,101200010,13794,2012-03-19,144,OZ,1,3.99
86246,205,55,5559,104113040,28204,2012-03-19,30,OZ,1,2.49
86246,205,35,3509,1088596787,5428,2012-03-19,50,OZ,1,2.99
86246,205,15,1506,101819515,16180,2012-03-19,2.5,OZ,2,3.58
86246,205,35,3504,103700030,4628,2012-03-19,19,OZ,1,1.99
86246,205,56,5615,101116616,15266,2012-03-19,8,OZ,1,3.29
86246,205,35,3509,109451494,20153,2012-03-19,75,OZ,1,3.39
86246,205,4,416,103400030,16570,2012-03-19,1.4,OZ,1,0.99
86246,205,21,2105,105200050,7054,2012-03-19,32,OZ,8,8
86246,205,41,4107,104430040,9977,2012-03-19,14,OZ,2,3.18
86246,205,97,9753,1021017020,0,2012-03-19,1,CT,1,4.7
86246,205,5,501,1087694181,13478,2012-03-19,6,OZ,1,1
86246,205,58,5814,104660040,885,2012-03-19,2.9,OZ,1,1.39
86246,205,63,6316,107996777,31373,2012-03-19,16,OZ,1,1.69
86246,205,21,2117,102500020,26108,2012-03-19,67.5,OZ,1,2.89
86246,205,64,6408,108500080,6967,2012-03-19,0.75,LT,1,3.99
86246,205,59,5902,107592575,4368,2012-03-19,16,OZ,1,4.19
86246,205,97,9709,104205444,6394,2012-03-19,1,CT,1,1.49
86246,205,23,2301,102920020,12168,2012-03-19,16,OZ,2,3.58
86246,205,67,6703,104815545,13864,2012-03-19,12,OZ,1,1
86246,205,59,5907,102700020,2012,2012-03-19,15,OZ,1,1.85
86246,205,10,1010,103400030,8247,2012-03-20,24,OZ,1,2.69
86246,205,64,6401,107143979,15448,2012-03-20,72,OZ,1,5.99
86246,205,0,0,10000,0,2012-03-20,0,,1,-0.22
86246,205,36,3626,101200010,16391,2012-03-20,67.6,OZ,1,1.39
86246,205,9,907,107225070,12465,2012-03-20,20,OZ,1,3.09
